Vote Year;Council District;Category;Project Number;Title;Description;Address;Votes;Winner;Cost;BP Funding;Borough Code;Latitude;Longitude;Postcode;Community Board;Census Tract;BIN;BBL;NTA
2016;45;Education;8;Update Cafeteria at THS;;5801 Tilden Avenue, Brooklyn;314;0;400,000;0;3;40.648673;-73.922175;11203;17;936;3104138;3047300010;Rugby-Remsen Village                                                       
2016;45;Education;4;Update THS Campus Auditorium;Upgrade Sound equipment, Projector and screen (adding one which comes out of the ceiling). There are 700+ students who are behind the curve using out of date technology in auditorium.;5800 Tilden Avenue;202;0;100,000;0;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2016;45;Education;3;Upgrade PA in Gym 3 at THS Campus;Upgrade the Public Address System in Gym 3 for the 500+ students, community members and staff who use this gym. Increasing the ability to clearly receive audible data and positively impact safety.;5800 Tilden Avenue;237;0;75,000;0;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2016;45;Education;5;Technology Upgrades for Midwood High School;The equipment in the Cafeteria is old and worn-out due to several water conditions and other issues. Kitchen space needs to be revamped to serve better, more nutritious, food.;5800 Tilden Avenue, Brooklyn;1,011;1;400,000;0;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2016;45;Education;6;Upgrade Field and Bathrooms at THS Track;"600+ Students & Sports Teams find it difficult to use track due to bumps and holes; and bathrooms are not safe. This also impacts the safety of Charter Elementary School children who use field.";5800 Tilden Avenue, Brooklyn;321;0;300,000;0;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2016;45;Education;10;Upgrade Field Lockers at THS Campus;Upgrade Football Field Lockers to help promote indoor track use and make the field safer for after school learners and sports teams who use our field.;5800 Tilden Avenue, Brooklyn;161;0;250,000;0;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2016;45;Public Safety;12;Safety Upgrade for THS Campus;Add Security Cameras around the school (especially in dark areas). This will increase the level of safety for over 800 students which will provide youth with a safe place to learn.;5800 Tilden Ave, Brooklyn;349;0;250,000;0;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2016;45;Public Safety;14;Upgrade Safety Cameras at Glenwood Houses;Increase safety for 2,600+ residents and the neighbors who work in Glenwood Houses by upgrading the existing security system.;Within and Around Glenwood Houses;269;0;500,000;0;3;;;; ;;;;
2016;45;Public Safety;13;Vision Zero/Safe Routes to Schools - P.S. 208;Add improvements such as raised center medians, widened sidewalks, neckdowns at intersections, to slow traffic and improve safety for 440 students, their families and staff.;4801 Avenue D, Brooklyn;261;0;300,000;0;3;40.642031;-73.931151;11203;17;840;3105680;3047690025;East Flatbush-Farragut                                                     
2016;45;Transit;16;Vision Zero/New Bus Pads;Bus pads are sections of concrete pavement at bus stops. It would be installed to prevent the weight/heat of the bus from softening the asphalt which damages the street & increases need to resurface.;Routes on Nostrand Avenue and Kings Highway;532;1;350,000;0;3;;;; ;;;;
2016;45;Transit;11;Vision Zero/Safe Routes to Schools - P.S. 361;Add improvements such as raised center medians, widened sidewalks, neckdowns at intersections, to slow traffic and improve safety for 350 students, their families and staff.;3109 Newkirk Ave;179;0;300,000;0;3;40.640066;-73.947253;11226;17;830;3112334;3049650001;East Flatbush-Farragut                                                     
2016;47;Education;6;Technology in Elementary Schools;Technology upgrades in P.S. 212, P.S. 216, P.S. 97 and P.S. 188.;P.S. 212, P.S. 216, P.S. 97 and P.S. 188;711;1;200,000;0;3;;;; ;;;;
2016;47;Education;8;Technology in High Schools;Technology upgrades in I.S. 281, I.S. 228, and I.S. 239.;I.S. 281, I.S. 228, and I.S. 239;459;1;150,000;0;3;;;; ;;;;
2016;47;Education;7;Technology in Middle Schools;Technology upgrades in Rachel Carson High School, Brooklyn Studio Secondary School, and Kingsborough Early College School.;521 West Ave, 8310 21st Ave, 2630 Benson Ave;422;1;150,000;0;3;40.582533;-73.973132;11224;13;354;3196292;3072500025;West Brighton                                                              
2016;47;Housing;2;Marlboro Houses - Security Improvements;Funds will be used to install additional security cameras at Marlboro Houses.;Marlboro Houses;409;0;150,000;0;3;;;; ;;;;
2016;47;Parks & Recreation;3;McDonald Playground - Reconstruction;Funds will be used to renovate the children's play area of McDonald Playground;McDonald Playground;779;1;500,000;1;3;;;; ;;;;
2016;47;Parks & Recreation;4;Playground Renovation - Scarangella Playground;The project will include renovations to the existing playground, spray shower, courts, paths, landscaping and sidewalks.;Scarangella Playground;319;0;300,000;0;3;;;; ;;;;
2016;47;Parks & Recreation;5;Surf Playground;"The funds will be used to reconstruct two full basketball courts. 
";Surf Playground;250;0;300,000;0;3;;;; ;;;;
2016;47;Transit;1;Bus Countdown Clocks;Real Time Passenger Information at high traffic bus stops in District 47.;District Wide;576;1;100,000;0;3;;;; ;;;;
2012;8;Housing;3;Installation of Security Cameras in Public Housing Complexes - Wagner Houses - Site 8 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;2396 First Avenue, New York, NY  10035;;1;75,000;;1;40.800122;-73.932386;10035;11;192;1081296;1018080001;East Harlem North                                                          
2012;8;Housing;4;Installation of Security Cameras in Public Housing Complexes - Johnson Houses - Site 2 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;165 East 112th St, New York, NY 10029;;1;60,000;;1;40.795788;-73.942766;10029;11;182;1082337;1016400021;East Harlem North                                                          
2012;8;Housing;5;Installation of Security Cameras in Public Housing Complexes - Taft Houses - Site 6 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;1740 Madison Avenue, New York, NY 10029;;1;60,000;;1;40.799064;-73.945534;10029;11;184;1080509;1016180001;East Harlem North                                                          
2012;8;Housing;6;Installation of Security Cameras in Public Housing Complexes - Washington Houses - Site 5 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;"1773 Third Avenue
New York, NY  10029";;1;60,000;;1;;;; ;;;;
2012;8;Housing;7;Installation of Security Cameras in Public Housing Complexes - Betances Houses - Site 3 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;537 East 146th Street, Bronx, NY;;1;75,000;;1;;;; ;;;;
2012;8;Housing;8;Installation of Security Cameras in Public Housing Complexes - Jefferson Houses - Site 1 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;228 East 115th St, New York, NY 10029;;1;75,000;;1;40.796739;-73.939327;10029;11;180;1080707;1016620001;East Harlem North                                                          
2012;8;Housing;9;Installation of Security Cameras in Public Housing Complexes - Millbrook Houses - Site 4 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;"160 St. Ann's Avenue,
Bronx, NY  10454";;1;60,000;;1;;;; ;;;;
2012;8;Housing;12;Installation of Security Cameras in Public Housing Complexes - Clinton Houses - Site 7 of 8;Installation of tamper-proof security cameras with high picture quality in public housing complexes.;1744 Lexington Avenue, New York, NY  10029;;1;60,000;;1;40.793887;-73.945094;10029;11;172;1078925;1016360001;East Harlem South                                                          
2012;8;Housing;10;Playground Improvements - Douglass Houses - Site 2 of 2;Installation of enhanced playground equipment (climbing apparatus, castles, bridges, etc.) at Millbrook and Douglass Houses;830 Columbus Ave, New York, NY;;1;250,000;;1;40.795882;-73.965332;10025;7;189;1079350;1018550001;Upper West Side                                                            
2012;8;Housing;11;Playground Improvements - Millbrook Houses - Site 1 of 2;Installation of enhanced playground equipment (climbing apparatus, castles, bridges, etc.) at Millbrook and Douglass Houses;201 St Ann's Ave, Bronx, NY 10454;;1;250,000;;1;;;; ;;;;
2012;8;Housing;;Off Grid Solar-Powered Greenhouse;Development of a greenhouse that will provide a space to grow sustainable, healthy foods for the community and introduce residents to sustainable technology careers.;Millbrook Houses;;0;150,000;;1;;;; ;;;;
2012;8;Housing;;Designated BBQ Area;Installation of two designated BBQ areas.;Two locations at Millbrook Houses between 600 and 620 E. 137th St;;0;100,000;;1;;;; ;;;;
2012;32;Parks and Recreation;;Year Round Heated Bathroom and Changing Station at Beach 86th Street on Boardwalk;;;;0;160,000;;4;;;; ;;;;
2012;8;Senior and Social Services;;Security Upgrades at UPACA 5;Installation of security cameras and use of ID cards for UPACA 5.;1980 Lexington Ave (UPACA 5);;0;150,000;;1;40.801789;-73.939319;10035;11;196;1054377;1017690005;East Harlem North                                                          
2012;8;Senior and Social Services;;Roof Repairs at UPACA 6;Roof repairs at UPACA 6;1940 Lexington Ave (UPACA 6);;0;500,000;;1;40.80073;-73.940093;10035;11;196;1054368;1017680012;East Harlem North                                                          
2012;8;Senior and Social Services;1;Transportation for Seniors & Meals-on-Wheels Delivery Van;Purchase of vehicles that are friendly to the elderly population and purchase of a Meals-on-Wheels delivery van.;237 East 104th Street, New York, NY;;1;100,000;;1;40.789687;-73.944267;10029;11;170;1080671;1016540011;East Harlem South                                                          
2012;8;Senior and Social Services;;Gaylord White Outdoor Seating Area Renovation & Improvements;Renovation of the Gaylord White outdoor seating space by repaving the walking surface and installing new benches.;2029 2nd Ave (Gaylord White);;0;100,000;;1;40.789473;-73.943288;10029;11;170;1080669;1016540011;East Harlem South                                                          
2012;8;Youth;;Lights at Jefferson Park;Installation of lighting at Jefferson Park to enable greater usage of the park during evening hours.;2180 1st Ave;;0;300,000;;1;40.793562;-73.937181;10029;11;178;1085632;1017050001;East Harlem North                                                          
2012;8;Youth;;Skate Park;Enhancement to the skate park proposed for Jefferson Park.;Far northeast corner of Jefferson Park (2180 1st Ave);;0;150,000;;1;;;; ;;;;
2012;8;Youth;;Children's Aid Society/ Frederick Douglass Center;Theater upgrade of Children's Aid Society stage.;885 Columbus Ave at 104th St;;0;150,000;;1;40.797762;-73.963944;10025;7;189;1081301;1018360001;Upper West Side                                                            
2012;8;Youth;14;A Home for Harlem RBI and Dream Charter School;Partial costs of construction of the Headquarters of Harlem RBI and DREAM Charter School.;232 East 103rd St,æ New York, NY 10029;;0;250,000;;1;40.788952;-73.944538;10029;11;164;1052384;1016520016;East Harlem South                                                          
2012;8;Transportation and Public Safety;;Viaduct Lighting;Replacement and improvement of lighting fixtures in pedestrian tunnels along the Park Avenue viaduct.;Pedestrian tunnels along Park Ave viaduct from 102nd St to 110th St;;0;110,000;;1;;;; ;;;;
2012;8;Parks and Recreation;;Pothole Repairs on 1st and 2nd Ave;Repaving and repair of this roadway.;The 2nd Ave service lane from E. 125th St to E. 120th St and across to 1st Ave;;0;90,000;;1;;;; ;;;;
2012;8;Parks and Recreation;;Poor Richardäó»s Playground;Regrading of the sports fields in Poor Richard's Playground.;109th St between 2nd and 3rd Ave,;;0;300,000;;1;;;; ;;;;
2012;8;Parks and Recreation;;Jefferson Park Dog Run;"Creation of a new separate small dog run and an upgrade to the existing dog run; and the renovation of a dog drinking fountain with a modern dog-friendly faucet and a bowl at the bottom.";Far end of Jefferson Park near 111th St and the FDR Dr;;0;110,000;;1;;;; ;;;;
2012;8;Parks and Recreation;;Court-ship At Its Best: Booker T. Washington Basketball Court;Renovation of the Booker T. Washington basketball courts with new full-depth asphalt pavement, sports coating, and 4 new benches.;108th St between Amsterdam Ave & Columbus Ave;;0;100,000;;1;;;; ;;;;
2012;8;Parks and Recreation;;Court-ship At Its Best: Douglass Houses Stadium Court;Renovation of the Stadium Court with new basketball hoops and resurfaced court.;102nd St between Amsterdam Ave and Columbus Ave;;0;300,000;;1;;;; ;;;;
2012;8;Education;13;New Technology for NY Public Library Aguilar Branch;Technology upgrades for the Aguilar Branch, including the purchase of laptops with carts and a smartboard;174 East 110th Street, New York, NY 10029;;1;60,000;;1;40.794317;-73.94327;10029;11;172;1052167;1016370141;East Harlem South                                                          
2012;8;Education;;Central Park East High School;Purchase of 10 smartboards, 25 desktop computers, and carts for 30 laptops.;1573 Madison Ave at 106th St;;0;85,000;;1;40.793763;-73.949381;10029;11;17,401;1051515;1016120050;East Harlem South                                                          
2012;8;Education;;Technology Improvements at Renaissance Charter HS for Innovation;Purchase of 150 new laptops, 5 laptop carts, 6 new projectors, and 6 new printers.;410 E. 100th St, 2nd Floor;;0;250,000;;1;40.785671;-73.942548;10029;11;162;1052998;1016930001;East Harlem South                                                          
2012;8;Education;;Auditorium Upgrade at Manhattan Center for Science and Mathematics HS;Replacement of 100 seats in the schooläó»s auditorium, 20 seats in the music rooms, and stairwell banisters.;260 Pleasant Ave between E. 115th and E. 116th St;;0;150,000;;1;40.793856;-73.934028;10029;11;178;1053152;1017130001;East Harlem North                                                          
2012;8;Education;;Technology for Manhattan Center for Science and Mathematics HS;Purchase of 105 laptop computers, 3 carts to store the laptops, and 65 smartboards.;260 Pleasant Ave between E. 115th and E. 116th St;;0;400,000;;1;40.793856;-73.934028;10029;11;178;1053152;1017130001;East Harlem North                                                          
2012;39;Culture and Community Facilities;;Carroll Gardens Library Community Space;Community meeting room renovation with upgrades acoustics, energy efficient lighting, new PA system, and stage;;;0;250,000;;3;;;; ;;;;
2012;8;Education;;Technology for Mott Hall II, M862;Acquisition of 3 laptop carts, 90 laptops, 3 new printers, and a new smartboard.;234 W. 109th St between Broadway and Amsterdam;;0;100,000;;1;40.802917;-73.965613;10025;7;195;1056676;1018800013;Morningside Heights                                                        
2012;8;Education;;Air-Conditioned Gymnasium for P.S. 163;Installation of air conditioning in the schooläó»s gymnasium.;163 W. 97th St;;0;150,000;;1;40.794264;-73.968706;10025;7;185;1055908;1018520099;Upper West Side                                                            
2012;8;Education;;Science Lab for P.S. 171;Installation of a science lab for the 6th and 7th Grades.;19 E. 103rd St;;0;350,000;;1;40.792122;-73.951961;10029;11;168;1051497;1016090007;East Harlem South                                                          
2012;8;Education;;Technology for Young Women's Leadership;Purchase of 30 computers, 100 laptops with carts, 4 printers, and 10 smartboards.;105 E. 106th St;;0;250,000;;1;40.792741;-73.947428;10029;11;172;1052015;1016340003;East Harlem South                                                          
2012;8;Public Health and Environment;;10-Foot Pollution Barrier Wall at P.S. 206 Playground;Installation of a 10-foot wall to help prevent children playing on the playground from directly breathing air pollutants;Pleasant Ave/FDR Dr between 119th and 120th St;;0;100,000;;1;;;; ;;;;
2012;8;Public Health and Environment;2;Ultrasound System for Metropolitan Hospital Center;Purchase of an Accuvix XG Ultrasound System to obtain better quality fetal images in 3D and 4D.;1901 1st Ave, New York, NY 10029;;1;105,000;;1;40.784557;-73.94378;10029;11;15,602;1083929;1016690001;East Harlem South                                                          
2012;32;Art, Community, and Culture;15;Gazebo/Bandstand/Outdoor Performance Space on Shorefront Parkway;Gazebo/Bandstand/Outdoor Performance Space on Shorefront Parkway;8200 Shore Front Parkway Rockaway Beach, NY 11693;;1;150,000;;4;40.586253;-73.807124;11693;14;94,203;4457810;4161300001;Hammels-Arverne-Edgemere                                                   
2012;32;Art, Community, and Culture;16;Knights of Columbus, Rockaway Council--Handicapped Bathroom Upgrade;;333 Beach 90th St, Rockaway Beach, NY 11693;;1;45,000;;4;40.588363;-73.814823;11693;14;94,202;4303518;4161240084;Hammels-Arverne-Edgemere                                                   
2012;32;Art, Community, and Culture;18;Library Renovation/Upgrade at Peninsula Branch;;92-25 Rockaway Beach Boulevard, Rockaway Beach, NY 11693;;1;500,000;;4;40.5863;-73.815797;11693;14;94,203;4303629;4161350013;Hammels-Arverne-Edgemere                                                   
2012;32;Art, Community, and Culture;19;Library Vending Machine in Breezy Point;;Breezy Point, Queens;;1;200,000;;4;;;; ;;;;
2012;32;Education;20;Technology Upgrades at PS114 - Site 1 of 3;;9 Power Rd,æ Broad Channel, NY 11693;;1;100,000;;4;40.606353;-73.820445;11693;14;107,201;4448968;4153130485;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2012;32;Education;21;Technology Upgrades at PS47  - Site 3 of 3;;134-01 Cronston Ave, Queens, NY 11694;;1;100,000;;4;40.578261;-73.854403;11694;14;928;4305615;4162570001;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2012;32;Education;22;Technology Upgrades at PS317/MS318 - Site 2 of 3;;190 Beach 110 Street, Rockaway Beach;;1;100,000;;4;40.580928;-73.831836;11694;14;938;4303853;4161810001;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2012;32;Environment, Health, Public Safety;17;Six Argus Security Cameras for 100th Precinct;Exact Locations TBD;92-24 Rockaway Beach Boulevard, Rockaway Beach, NY 11693;;1;100,000;;4;40.586316;-73.815808;11693;14;94,202;4445329;4161270001;Hammels-Arverne-Edgemere                                                   
2012;32;Environment, Health, Public Safety;;Five ATV Vehicles for 100th Precinct;;;;0;60,000;;4;;;; ;;;;
2012;32;Environment, Health, Public Safety;23;Cascade (Oxygen Refill) System for Volunteer Fire Departments;;20426 Rockaway Point Blvd, Far Rockaway, NY 11697;;1;60,000;;4;40.560861;-73.913985;11697;14;91,601;4533656;4163500300;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2012;32;Environment, Health, Public Safety;24;Pagers for Four Volunteer Fire Departments;;20426 Rockaway Point Blvd, Far Rockaway, NY 11697;;1;48,000;;4;40.560861;-73.913985;11697;14;91,601;4533656;4163500300;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2012;32;Environment, Health, Public Safety;25;Water Pump for Volunteer Fire Departments to Alleviate Flooding;;20426 Rockaway Point Blvd, Far Rockaway, NY 11697;;1;39,000;;4;40.560861;-73.913985;11697;14;91,601;4533656;4163500300;Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
2012;32;Parks and Recreation;;Dog Run at Shorefront Parkway and Beach 93rd Street;;;;0;35,000;;4;;;; ;;;;
2012;32;Parks and Recreation;;Additional Trash Receptacles along Broadway(Beach 73rd-126th Streets) and at Parks in Broad Channel;;;;0;35,000;;4;;;; ;;;;
2012;32;Parks and Recreation;;Playground Safety Surfacing at Beach 74th Street and Beach 107th Street Playgrounds;;;;0;400,000;;4;;;; ;;;;
2012;32;Parks and Recreation;;Seven Shade Structures at 17th Road Park in Broad Channel and along Boardwalk/ Shorefront Parkway;;;;0;350,000;;4;;;; ;;;;
2012;39;Culture and Community Facilities;;International Mother Language Monument;Monument celebrating local cultural diversity, International Mother Language Day, and Bengali language movement, at Dome Playground;;;0;150,000;;3;;;; ;;;;
2012;39;Culture and Community Facilities;26;Kensington Library Resources and Community Space;New Books/DVDs for library & equipment for room for meetings, storytelling, rehearsals and small performances promoting Kensington's cultural diversity;;;1;80,000;;3;;;; ;;;;
2012;39;Culture and Community Facilities;;Project for Celebrate Brooklyn & BRIC Art Center;High powered projector for large scale, free public performances at Celebrate Brooklyn in Prospect Park and at the new BRIC Media House.;;;0;42,000;;3;;;; ;;;;
2012;39;Education;31;Bathroom Renovation for the Children of PS 124;Renovate two dysfunctional bathrooms that serve over 136 of the youngest students daily in a high-needs elementary school.;515 4th Ave, New York, NY 11215;;1;150,000;;3;40.667545;-73.991046;11215;6;141;3023391;3010340001;Park Slope-Gowanus                                                         
2012;39;Education;;JHS 62 Media Center Upgrade for Journalism Program;Electrical upgrade of multimedia room and purchase of new equipment to support school's news and journalism program;;;0;80,000;;3;;;; ;;;;
2012;39;Education;;PS 131 Auditorium Project;Auditorium improvement, beginning with the seats, for this high needs school, which is also a performing Arts Magnet;;;0;150,000;;3;;;; ;;;;
2012;39;Education;;PS 39 Cafeteria Soundproofing Project;Wall/ ceiling mounted sound panels on low roofs and cement walls to lessen extraneous noise in tiny cave-like cafeteria;;;0;150,000;;3;;;; ;;;;
2012;39;Education;32;Technology: A Better Future for PS 154/ PS 130 Students, Site 1 of 2;PS 130: Install 15 smartboards;70 Ocean Pkwy, Brooklyn, NY;;1;90,000;;3;40.648884;-73.975607;11218;7;500;3124019;3053190001;Windsor Terrace                                                            
2012;39;Education;33;Technology: A Better Future for PS 154/ PS 130 Students, Site 2 of 2;"PS 154: Add 45 13"" Macbook computers with 2 carts and 2 wireless printers for grades 1, 3 and 4";"1625 11th Avenue,
Brooklyn, NY 11215";;1;50,000;;3;;;; ;;;;
2012;39;Environment;30;Brooklyn Neighbors Composting;Build pest-free, smell-free compost system near Gowanus Canal, which will use 1 ton/day of kitchen food scraps collected at local green markets and schools to create rich soil for gardens, parks and trees;Gowanus Canal, Brooklyn, New York 11231;;1;165,000;;3;;;; ;;;;
2012;39;Parks and Recreation;;Body Weight Fitness Equipment Area;Install new body weight fitness equipment in Prospect Park.;;;0;60,000;;3;;;; ;;;;
2012;39;Parks and Recreation;28;DIstrict 39 Tree Planting;Plant 100 new trees and install tree guards on blocks with few or no trees.;TBD;;1;100,000;;3;;;; ;;;;
2012;39;Parks and Recreation;;Pigeon Plaza Greenstreet Rehabilitation;Refurbish Pigeon Plaza(New Utrecht Ave, 45th St, Fort Hamilton Pkwy) with new landscaping, seating, fencing and trash can.;;;0;250,000;;3;;;; ;;;;
2012;39;Parks and Recreation;29;Prospect Park Pedestrian Pathway Rehabilitation;Repair Prospect Park pedestrian paths near Park Circle and Long Meadow to prevent flooding and add 10 trash cans in park;"Park Circle, Brooklyn, New York, NY 11218; Long Meadow, Brooklyn, New York 11215";;1;205,000;;3;;;; ;;;;
2012;39;Streets and Sidewalks;;50th Street Repaving Project;Repave 50th St from Fort Hamilton Pkwy to 13th Ave to make it a safer, smoother street.;;;0;150,000;;3;;;; ;;;;
2012;39;Streets and Sidewalks;27;Pedestrian Hazards at the Prospect Expressway;Repairs & additions to badly damaged and dangerous 9 lane Prospect Expressway pedestrian crossing at Church Avenue, area, and landscape;531 Church Avenue, Brooklyn, NY 11218;;1;200,000;;3;40.644541;-73.975316;11218;12;496;3124688;3053380019;Kensington-Ocean Parkway                                                   
2012;39;Streets and Sidewalks;;Intersection Safety Improvements;Build sidewalk 'bulbs' at Carroll St & Third Ave to minimize pedestrian crossing distances.;;;0;150,000;;3;;;; ;;;;
2012;39;Transit;;"Bus Time ""Count-down"" Clocks";Install digital signs on bus shelters in the district to inform riders when the next bus will arrive.;;;0;50,000;;3;;;; ;;;;
2012;39;Transit;;Help Points at F/G Subway Stations;Install Help Points at 4th Ave and Carroll St F/G stations, which riders can use to request assistance or make an emergency call.;;;0;300,000;;3;;;; ;;;;
2012;39;Transit;;Flowers: First Fix for Flooding at Ft Hamilton F/G;Improve south end of Ft. Hamilton subway exit by replanting green areas to control erosion and prevent flooding.;;;0;325,000;;3;;;; ;;;;
2012;45;Public Safety;36;Security Cameras;Two cameras will be installed at each of the locations below to monitor the immediate locations and assist the police department.;"Farragut Rd & E. 45th St; Ave D & E. 56th St; Utica Ave & Ave D; Amersfort Park (E. 38th St  and Ave J); Clarendon Rd & New York Ave;Farragut Rd & E. 31st St";;1;400,000;;3;;;; ;;;;
2012;45;Public Safety;34;Lighting for Parks;Installation of 1-2 flood lights in each Park to create a safer environment;Tilden Playground, Tilden Ave & E. 49th St Harry Maze Park, Ave D bet E. 56th & 57th St Amersfort Park, Ave J & E. 38th St Paerdegat Park, Albany Ave & Farragut Rd Glenwood Playground, Ralph Ave & Farragut Rd;;1;150,000;;3;;;; ;;;;
2012;45;Education;;Be Cool in the 45th Clarendon Library;The current air conditioning unit has outlived its purpose. A new one is needed to keep this library fully operational;2035 Nostrand Ave;;0;750,000;;3;40.635639;-73.947937;11210;17;786;3327822;3050050033;Flatbush                                                                   
2012;45;Education;;Be Cool in the 45th PS 198;Provide air conditioning for 1-1/2 floors of classrooms, library, science and computer rooms;4105 Farragut Rd;;0;72,000;;3;40.63694;-73.937339;11210;17;836;3113388;3049880066;East Flatbush-Farragut                                                     
2012;45;Education;;E-Tech Campus for CAMBA Beacon Program at PS 269;Provide new desktop, laptops, security cart, and smartboard for students at afterschool program;1957 Nostrand Ave;;0;150,000;;3;40.637711;-73.948159;11210;17;788;3113780;3049940023;Flatbush                                                                   
2012;45;Education;;E-Tech Campus at PS 109;Provide new laptops, security cart, and smartboard for students at school;1001 E. 45th St;;0;150,000;;3;40.636455;-73.933582;11203;17;836;3114526;3050220002;East Flatbush-Farragut                                                     
2012;45;Education;;E-Tech Campus at PS 181;Add laptops, security cart, and smartboard for students at after school program held at PS 181;1023 New York Ave;;0;150,000;;3;40.648215;-73.946374;11203;17;856;3327776;3049040010;East Flatbush-Farragut                                                     
2012;45;Community Facilities;35;Community Resource Center;Purchase of a facility to serve as a community resource center offering job training, youth & seniors recreation, health & wellness programs;1073 Utica Ave, Brooklyn, NY 11203;;1;350,000;;3;;;; ;;;;
2012;45;Youth;37;Field Lights;Installation of field lights to increase the usage of the field after dark and reduce violence;5800 Tilden Ave Brooklyn, NY 11203;;1;300,000;;3;40.648657;-73.922171;11203;17;936;3104598;3047420001;Rugby-Remsen Village                                                       
2012;45;Youth;;Performing Arts Studio;Revamp an existing underutilized area in the school into a performing arts studio;Tilden Educational Campus Field, 5800 Tilden Ave;;0;150,000;;3;;;; ;;;;
2012;45;Youth;;Track Extension;Extend the track from 380 meters to a standard 400 meter track;Tilden Educational Campus Field, 5800 Tilden Ave;;0;150,000;;3;;;; ;;;;
2012;45;Parks, Environment and Recreation;;Brooklyn GREENWays DC45 Farm - School Marketplace;DC45 Farm - Create school Marketplace sites and green street corridors that collectively link neighboring communities, through urban farm, school, and community programming.;"NYC Dept. of Education property; underutilized school grounds and/or unfinished NYC schoolyards to Playground sites. PS 152/315 Schoolyards to Playground site; Midwood HS has custodial oversight; Bedford Ave (bet.Glenwood and Campus Rds)";;0;228,800;;3;;;; ;;;;
2012;45;Transportation;;Sidewalk Bump Outs;A sidewalk bump out is an angled narrowing of the roadway and a widening or extension of the sidewalk;"Northeast and southeast corners of Linden Boulevard and E. 51th St; Northwest and southeast corners of Linden Boulevard and E. 52nd St";;0;840,000;;3;;;; ;;;;
2013;8;Parks and Recreation;;Play for All: PS 155 William Paca Playground Renovation;Upgrade playground and install equipment for Special needs students;319 East 117th ST;;0;270,000;;1;40.797302;-73.936365;10035;11;188;1052986;1016890005;East Harlem North                                                          
2013;8;Parks and Recreation;42;Hoops by the River: Jefferson B-ball Courts;Fix pavement and upgrade the Jefferson Park Basketball Courts, which are used by youth in the Hoops by the River League.;2180 1st Avenue, New York;;1;300,000;;1;40.793562;-73.937181;10029;11;178;1085632;1017050001;East Harlem North                                                          
2013;8;Parks and Recreation;;Peaceful Valley Community Garden;Transform garden into useable and mixed-use green space including landscaping/ tree planting, public seating, and fences, all to provide relaxation and activities for seniors, children, and adults;117th St and Madison Ave;;0;400,000;;1;;;; ;;;;
2013;8;Education;;Air Conditioning Wiring for PS 72;Install wiring components to prepare 36 classrooms for installation of air conditioning units ;131 E 104th ST;;0;145,000;;1;40.791179;-73.947776;10029;11;166;1081340;1016320011;East Harlem South                                                          
2013;8;Housing;43;Installation of Security Cameras - Millbrook Houses - Site 2 of 4;An installment towards the total cost of providing security cameras in the following developments: East River Houses ($200,000), Douglass I, II, and Addition ($100,000), Johnson Houses ($100,000), and Millbrook Houses ($100,000). This funding allocation would only cover a portion of the overall cost for these cameras, with a significant cost remaining for each development.;160 St. Ann's Ave, Bronx, NY, Bronx;;1;100,000;;1;;;; ;;;;
2013;8;Housing;44;Installation of Security Cameras - Douglass Houses - Site 3 of 4;An installment towards the total cost of providing security cameras in the following developments: East River Houses ($200,000), Douglass I, II, and Addition ($100,000), Johnson Houses ($100,000), and Millbrook Houses ($100,000). This funding allocation would only cover a portion of the overall cost for these cameras, with a significant cost remaining for each development.;840 Columbus Avenue, New York;;1;100,000;;1;40.796219;-73.96509;10025;7;189;1079356;1018550001;Upper West Side                                                            
2013;8;Housing;45;Installation of Security Cameras - East River Houses - Site 1 of 4;An installment towards the total cost of providing security cameras in the following developments: East River Houses ($200,000), Douglass I, II, and Addition ($100,000), Johnson Houses ($100,000), and Millbrook Houses ($100,000). This funding allocation would only cover a portion of the overall cost for these cameras, with a significant cost remaining for each development.;418 East 105th Street, New York;;1;200,000;;1;40.788645;-73.939855;10029;11;162;1083946;1016960001;East Harlem South                                                          
